state,grade,standard_id,standard_text
WI,2,2.NBT.B.5,"Flexibly and efficiently add and subtract within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction. In Grade 2, subtraction with decomposition is an exception and may include drawings or representations."
WI,2,2.NBT.B.6,Add up to four two-digit numbers using strategies based on place value and properties of operations.
WI,2,2.NBT.B.7,"Add and subtract within 1,000, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method. Understand that in adding or subtracting three-digit numbers, one adds or subtracts hundreds and hundreds, tens and tens, ones and ones; and sometimes it is necessary to compose or decompose tens or hundreds."
WI,2,2.NBT.B.8,"Mentally add 10 or 100 to a given number 100–900, and mentally subtract 10 or 100 from a given number 100–900."
WI,2,2.NBT.B.9,"Explain why addition and subtraction strategies work, using place value and the properties of operations. These explanations may be supported by drawings or objects."
WI,2,2.OA.A.1,"Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem."
WI,2,2.OA.B.2,"Flexibly and efficiently add and subtract within 20 using multiple mental strategies which may include counting on; making ten; decomposing a number leading to a ten; using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13)."
WI,2,2.OA.C.3,"Determine whether a group of objects (up to 20) has an odd or even number of members, e.g., by pairing objects or counting them by twos; write an equation to express an even number as a sum of two equal addends."
WI,2,2.OA.C.4,Use addition to find the total number of objects arranged in rectangular arrays with up to 5 rows and up to 5 columns; write an equation to express the total as a sum of equal addends.
WI,3,3.G.A.1,"Understand that shapes in different categories (e.g., rhombuses, rectangles, and others) may share attributes (e.g., having four sides), and that the shared attributes can define a larger category (e.g., quadrilaterals). Recognize rhombuses, rectangles, and squares as examples of quadrilaterals, and draw examples of quadrilaterals that do not belong to any of these subcategories."
WI,3,3.MD.A.1,"Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line."
WI,3,3.MD.B.3,"Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step ""how many more"" and ""how many less"" problems using information presented in scaled bar graphs."
WI,3,3.MD.B.4,"Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Show the data by making a line plot, where the horizontal scale is marked off in appropriate units—whole numbers, halves, fourths."
WI,3,3.MD.C.5,Recognize area as an attribute of plane figures and understand concepts of area measurement.
WI,3,3.MD.C.5.a,"A square with side length 1 unit, called ""a unit square"" is said to have ""one square unit"" of area, and can be used to measure area."
WI,3,3.MD.C.5.b,A plane figure which can be covered without gaps or overlaps by n unit squares is said to have an area of n square units.
WI,3,3.MD.C.6,"Measure areas by counting unit squares (square cm, square m, square in, square ft, and improvised units)."
WI,3,3.MD.C.7.a,"Find the area of a rectangle with whole-number side lengths by tiling it, and show that the area is the same as would be found by multiplying the side lengths."
WI,3,3.MD.C.7.b,"Multiply side lengths to find areas of rectangles with whole number side lengths in the context of solving real-world and mathematical problems, and represent whole-number products as rectangular areas in mathematical reasoning."
WI,3,3.MD.C.7.c,Use tiling to show in a concrete case that the area of a rectangle with whole-number side lengths a and b + c is the sum of a × b and a × c. Use area models to represent the distributive property in mathematical reasoning.
WI,3,3.MD.C.7.d,"Recognize area as additive. Find areas of rectilinear figures by decomposing them into non-overlapping rectangles and adding the areas of the non-overlapping parts, applying this technique to solve real-world problems."
WI,3,3.MD.D.8,"Solve real-world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same area and different perimeters."
WI,3,3.NBT.A.1,"Use place value understanding to generate estimates for problems in real-world situations, with whole numbers within 1,000, using strategies such as mental math, benchmark numbers, compatible numbers, and rounding. Assess the reasonableness of their estimates (e.g., Is my estimate too low or too high? What degree of precision do I need for this situation?)."
WI,3,3.NBT.A.2,"Flexibly and efficiently add and subtract within 1,000 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction."
WI,3,3.NBT.A.3,"Multiply one-digit whole numbers by multiples of 10 in the range 10–90 (e.g., 9 × 80, 5 × 60) using strategies based on place value and properties of operations."
WI,3,3.NF.A.1,"Understand a unit fraction as the quantity formed when a whole is partitioned into equal parts and explain that a unit fraction is one of those parts (e.g., ). Understand fractions are composed of unit fractions."
WI,3,3.NF.A.2.a,"Understand the whole on a number line is defined as the interval from 0 to 1 and the unit fraction is defined by partitioning the interval into equal parts (i.e., equal-sized lengths)."
WI,3,3.NF.A.2.b,Represent fractions on a number line by iterating lengths of the unit fraction from 0. Recognize that the resulting interval represents the size of the fraction and that its endpoint locates the fraction as a number on the number line.
WI,3,3.NF.A.3.a,Understand two fractions as equivalent (equal) if they are the same size or name the same point on a number line.
WI,3,3.NF.A.3.b,"Recognize and generate simple equivalent fractions (e.g.,  = ,  = ) and explain why the fractions are equivalent by using a visual fraction model (e.g., tape diagram or number line)."
WI,3,3.NF.A.3.c,"Express whole numbers as fractions (3 = ), and recognize fractions that are equivalent to whole numbers ( = 1)."
WI,3,3.NF.A.3.d,"Compare two fractions with the same numerator or the same denominator by reasoning about their size. Recognize that comparisons are valid only when the two fractions refer to the same whole. Justify the conclusions by using a visual fraction model (e.g., tape diagram or number line) and describe the result of the comparison using words and symbols (>, =, and <)."
WI,3,3.OA.A.1,"Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each."
WI,3,3.OA.A.2,"Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each."
WI,3,3.OA.A.3,"Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem."
WI,3,3.OA.B.4,Apply properties of operations as strategies to multiply and divide. Student use of the formal terms for these properties is not necessary.
WI,3,3.OA.B.5,Understand division as an unknown-factor problem.
